=== MAIN PIPELINE BACKTEST — SUMMARY (gemini-2.5-flash-lite) ===
llm_directional_accuracy_pct,48.89
llm_signal_sensitivity_pct,15.57
llm_total_signals,45
llm_buy_signals,45
llm_sell_signals,0
llm_correct_signals,22
llm_correct_profitable,4
llm_avg_net_pnl_thb,-67.95
llm_rejected_by_risk,0
llm_avg_confidence,0.671
final_note,all HOLD
risk_initial_portfolio_thb,1500.0
risk_final_portfolio_thb,1500.0
risk_total_return_pct,0.0
risk_annualized_return_pct,0.0
risk_annualized_reliable,False
risk_annualized_volatility_pct,0.0
risk_mdd_pct,0.0
risk_mdd_peak_timestamp,2026-04-01 19:55:00
risk_mdd_trough_timestamp,2026-04-01 19:55:00
risk_sharpe_ratio,0.0
risk_sortino_ratio,-269.399
risk_candles_total,289
risk_periods_per_year,72576
risk_risk_free_rate_pct,2.0
session_compliance_total_sessions,8
session_compliance_passed_sessions,0
session_compliance_failed_sessions,5
session_compliance_no_data_sessions,3
session_compliance_compliance_pct,0.0
session_compliance_session_fail_flag,True
trade_note,no closed trades
trade_total_trades,0
trade_winning_trades,0
trade_losing_trades,0
trade_win_rate_pct,0.0
trade_profit_factor,0.0
trade_avg_win_thb,0.0
trade_avg_loss_thb,0.0
trade_expectancy_thb,0.0
trade_max_consec_wins,0
trade_max_consec_losses,0
trade_gross_profit_thb,0.0
trade_gross_loss_thb,0.0
trade_net_pnl_thb,0.0
trade_total_cost_thb,0.0
trade_largest_win_thb,0.0
trade_largest_loss_thb,0.0
trade_calmar_ratio,0.0

=== DETAILED SIGNAL LOG ===
timestamp,close_thai,portfolio_total_value,portfolio_cash,portfolio_gold_grams,actual_direction,price_change,net_pnl_thb,news_sentiment,llm_signal,llm_confidence,llm_rationale,llm_correct,llm_profitable,final_signal,final_confidence,final_correct,final_profitable,rejection_reason,position_size_thb,stop_loss,take_profit,iterations_used,from_cache,session_id,can_execute
2026-04-02 14:00:00,71754.0,1500.0,1500.0,0.0,DOWN,-19.0,-142.0,0.0,BUY,0.65,"RSI neutral, MACD bullish histogram positive, price above EMA20. Bullish signals are present with sufficient cash.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:05:00,71735.0,1500.0,1500.0,0.0,UP,28.0,-95.0,0.0,HOLD,0.5,No clear bullish setup. RSI is neutral and price is below EMA20 in a downtrend. Waiting for stronger signals.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:10:00,71763.0,1500.0,1500.0,0.0,DOWN,-57.0,-180.0,0.0,HOLD,0.5,"MACD shows bullish momentum, but price is below EMA20 in a downtrend. No clear bullish signal for entry.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:15:00,71706.0,1500.0,1500.0,0.0,UP,11.0,-112.0,0.0,HOLD,0.5,"MACD bullish, but RSI neutral and price below EMAs in a downtrend. No clear buy signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:20:00,71717.0,1500.0,1500.0,0.0,DOWN,-155.0,-278.0,0.0,HOLD,0.4,MACD is bullish but trend is downtrend. RSI is neutral. No clear bullish setup for BUY.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:25:00,71562.0,1500.0,1500.0,0.0,DOWN,-25.0,-148.0,0.0,HOLD,0.5,"RSI neutral at 54.64, MACD bullish. Price above EMA20, uptrend confirmed. No strong buy signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:30:00,71537.0,1500.0,1500.0,0.0,DOWN,-68.0,-191.0,0.0,HOLD,0.4,"MACD histogram is negative and price is below EMA20, indicating a bearish trend. No bullish signals present for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:35:00,71469.0,1500.0,1500.0,0.0,DOWN,-113.0,-236.0,0.0,HOLD,0.5,"No clear bullish signals. RSI is neutral (43.41), MACD histogram is negative (-11.5962), and price is below EMA20, indicating a downtrend. Waiting for more favorable conditions.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:40:00,71356.0,1500.0,1500.0,0.0,UP,58.0,-65.0,0.0,BUY,0.65,"RSI is 39.86, below 70. MACD histogram is negative but showing signs of upward movement. Price is below EMA20 but showing potential for a bounce.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:45:00,71414.0,1500.0,1500.0,0.0,DOWN,-52.0,-175.0,0.0,BUY,0.65,"RSI 34.76 is low, indicating oversold conditions. Price is near the lower BB. Cash sufficient for buy. Downtrend may reverse.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:50:00,71362.0,1500.0,1500.0,0.0,DOWN,-42.0,-165.0,0.0,HOLD,0.45,RSI is neutral (39.07) and MACD histogram is bearish (-36.03). Trend remains in downtrend. Insufficient bullish signals for a BUY.,False,False,HOLD,0.45,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 14:55:00,71320.0,1500.0,1500.0,0.0,UP,58.0,-65.0,0.0,HOLD,0.5,"RSI is neutral, MACD is bearish, and price is below EMA20. No strong bullish signals for a buy. Holding.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:00:00,71378.0,1500.0,1500.0,0.0,DOWN,-56.0,-179.0,0.0,BUY,0.7,"RSI is low (34.91), suggesting oversold. Price near lower BB. Cash is sufficient. Bullish divergence forming.",False,False,HOLD,0.7,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:05:00,71322.0,1500.0,1500.0,0.0,UP,137.0,14.0,0.0,HOLD,0.4,"RSI is neutral (39.37), MACD is bearish, and price is below EMA20. No bullish signals present.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:10:00,71459.0,1500.0,1500.0,0.0,UP,25.0,-98.0,0.0,HOLD,0.5,"RSI is neutral (36.75) and MACD is bearish. Trend is down, no strong bullish signals.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:15:00,71484.0,1500.0,1500.0,0.0,UP,161.0,38.0,0.0,HOLD,0.4,"RSI neutral, MACD bearish, price below EMAs. No clear bullish setup for buy. Holding until trend changes.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:20:00,71645.0,1500.0,1500.0,0.0,DOWN,-162.0,-285.0,0.0,HOLD,0.5,"RSI is neutral at 47.72, MACD histogram is negative (-12.64), and price is below EMA20. No bullish signals for a buy.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:25:00,71483.0,1500.0,1500.0,0.0,UP,11.0,-112.0,0.0,HOLD,0.4,"Price is below EMA20 in a downtrend. MACD histogram is positive but small, RSI is neutral. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:30:00,71494.0,1500.0,1500.0,0.0,DOWN,-40.0,-163.0,0.0,HOLD,0.4,MACD histogram is positive but RSI is neutral and EMA trend is down. Insufficient bullish confluence for a BUY.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:35:00,71454.0,1500.0,1500.0,0.0,DOWN,-41.0,-164.0,0.0,HOLD,0.4,MACD histogram is positive but RSI is neutral and EMA indicates downtrend. No clear buy setup.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:40:00,71413.0,1500.0,1500.0,0.0,DOWN,-18.0,-141.0,0.0,HOLD,0.5,"MACD histogram is slightly positive, but the trend is a downtrend and RSI is neutral. No strong bullish signals to justify a buy.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:45:00,71395.0,1500.0,1500.0,0.0,UP,7.0,-116.0,0.0,BUY,0.65,"Cash sufficient. MACD histogram positive and increasing, RSI neutral. Bullish divergence forming.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:50:00,71402.0,1500.0,1500.0,0.0,DOWN,-272.0,-395.0,0.0,HOLD,0.4,"RSI neutral, MACD bearish, and price below EMA20 indicate a downtrend. No bullish signals present for a BUY.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 15:55:00,71130.0,1500.0,1500.0,0.0,DOWN,-106.0,-229.0,0.0,HOLD,0.5,"MACD bearish, price below EMA20 in downtrend. No bullish signals present. Holding is prudent.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:00:00,71024.0,1500.0,1500.0,0.0,UP,125.0,2.0,0.0,HOLD,0.5,"RSI is low, but MACD bearish and downtrend persists. Insufficient bullish signals for a BUY.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:05:00,71149.0,1500.0,1500.0,0.0,DOWN,-158.0,-281.0,0.0,BUY,0.65,RSI is oversold (29.36) and MACD histogram is increasing from negative. Cash allows purchase. Downtrend shows potential reversal.,False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:10:00,70991.0,1500.0,1500.0,0.0,UP,18.0,-105.0,0.0,HOLD,0.4,RSI is near oversold but MACD and trend remain bearish. No bullish confirmation for entry.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:15:00,71009.0,1500.0,1500.0,0.0,DOWN,-119.0,-242.0,0.0,HOLD,0.4,"RSI is low, but MACD is bearish and price is below EMAs. Downtrend persists.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:20:00,70890.0,1500.0,1500.0,0.0,UP,188.0,65.0,0.0,HOLD,0.4,"RSI is neutral but MACD histogram is negative and price is below EMA20, indicating a downtrend. No clear bullish setup.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:25:00,71078.0,1500.0,1500.0,0.0,UP,37.0,-86.0,0.0,BUY,0.65,"RSI is 30, showing oversold conditions. Price near lower BB, and cash is sufficient. Potential for bounce.",True,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:30:00,71115.0,1500.0,1500.0,0.0,DOWN,-118.0,-241.0,0.0,HOLD,0.5,"RSI neutral, MACD bearish, price below EMA20 in downtrend. No bullish signals present.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:35:00,70997.0,1500.0,1500.0,0.0,UP,164.0,41.0,0.0,HOLD,0.4,"RSI neutral, MACD bearish, and price below EMA20 in a downtrend. No clear bullish setup.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:40:00,71161.0,1500.0,1500.0,0.0,UP,451.0,328.0,0.0,HOLD,0.5,"RSI is neutral, MACD is bearish, and price is below EMA20. No clear bullish setup.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:45:00,71612.0,1500.0,1500.0,0.0,UP,29.0,-94.0,0.0,HOLD,0.4,"RSI neutral, MACD bearish. Downtrend confirmed by EMAs. No bullish signals present for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:50:00,71641.0,1500.0,1500.0,0.0,UP,143.0,20.0,0.0,HOLD,0.5,No strong bullish signals. MACD histogram is positive but RSI is neutral and trend is down. Awaiting clearer setup.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 16:55:00,71784.0,1500.0,1500.0,0.0,DOWN,-56.0,-179.0,0.0,BUY,0.65,"RSI 61, MACD histogram positive. Price below EMA20 suggests caution despite some bullish indicators. Wait for stronger confirmation.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:00:00,71728.0,1500.0,1500.0,0.0,UP,64.0,-59.0,0.0,HOLD,0.5,RSI is neutral at 64.44. MACD histogram is positive but trend is down. No strong buy signal.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:05:00,71792.0,1500.0,1500.0,0.0,UP,12.0,-111.0,0.0,HOLD,0.4,RSI is neutral at 62.13. MACD histogram is positive but decreasing. Downtrend persists. No clear bullish signal.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:10:00,71804.0,1500.0,1500.0,0.0,UP,180.0,57.0,0.0,HOLD,0.5,"Price is below EMA20, indicating a downtrend. RSI is high, MACD histogram is positive but decreasing. No clear bullish signal to initiate a BUY.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:15:00,71984.0,1500.0,1500.0,0.0,UP,205.0,82.0,0.0,HOLD,0.4,"RSI is neutral, MACD is bullish, but price is below EMA20 in a downtrend. Insufficient bullish signals for a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:20:00,72189.0,1500.0,1500.0,0.0,DOWN,-131.0,-254.0,0.0,HOLD,0.5,"RSI is high at 68.35, MACD histogram shows bullish momentum but is not increasing. No clear buy signal.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:25:00,72058.0,1500.0,1500.0,0.0,UP,13.0,-110.0,0.0,HOLD,0.3,RSI is overbought (72.42) despite bullish MACD and uptrend. Waiting for a pullback.,False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:30:00,72071.0,1500.0,1500.0,0.0,UP,141.0,18.0,0.0,HOLD,0.5,"RSI at 66.54 indicates overbought conditions. MACD is bullish, but trend is consolidating. No clear buy setup.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:35:00,72212.0,1500.0,1500.0,0.0,UP,122.0,-1.0,0.0,HOLD,0.5,"RSI is high (66.83), suggesting caution. No strong bullish signals. Uptrend is present but not strong enough for a buy.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:40:00,72334.0,1500.0,1500.0,0.0,DOWN,-162.0,-285.0,0.0,BUY,0.65,"RSI at 69.86, MACD hist positive (90.11), and price above EMA20 (71709.02). Uptrend confirmed. Sufficient cash.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:45:00,72172.0,1500.0,1500.0,0.0,UP,56.0,-67.0,0.0,HOLD,0.5,RSI is overbought (72.22) despite bullish MACD and uptrend. Waiting for a better entry. No gold held.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:50:00,72228.0,1500.0,1500.0,0.0,DOWN,-41.0,-164.0,0.0,HOLD,0.4,RSI is high (64.94). MACD histogram is positive but not strongly increasing. Uptrend is present but not a clear BUY signal.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 17:55:00,72187.0,1500.0,1500.0,0.0,DOWN,-31.0,-154.0,0.0,HOLD,0.5,"RSI is overbought (66.21), MACD is bullish (hist 62.19). Price above EMA20 suggests uptrend. Hold for now.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,AFTN,True
2026-04-02 18:00:00,72156.0,1500.0,1500.0,0.0,DOWN,-139.0,-262.0,0.0,HOLD,0.5,"RSI is neutral (64.37) and MACD is bullish. Price is above EMAs, but no strong buy signals. Holding for clearer direction.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:05:00,72017.0,1500.0,1500.0,0.0,UP,27.0,-96.0,0.0,HOLD,0.4,"RSI is neutral (62.95) and MACD shows bullish momentum. Price is above EMAs, but no strong buy signals are present. Further confirmation needed.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:10:00,72044.0,1500.0,1500.0,0.0,UP,17.0,-106.0,0.0,HOLD,0.4,RSI is neutral (56.88). MACD histogram is positive (9.7692). Price above EMA20 indicates uptrend. No strong buy signal.,False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:15:00,72061.0,1500.0,1500.0,0.0,DOWN,-106.0,-229.0,0.0,HOLD,0.5,"RSI neutral, MACD bearish momentum. Trend still uptrend, but no strong bullish signals for entry.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:20:00,71955.0,1500.0,1500.0,0.0,UP,116.0,-7.0,0.0,HOLD,0.3,"RSI neutral, MACD bearish, and price above EMA20 in an uptrend. Not enough bullish signals for a buy.",False,False,HOLD,0.3,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:25:00,72071.0,1500.0,1500.0,0.0,UP,33.0,-90.0,0.0,HOLD,0.5,MACD is bearish despite uptrend. RSI is neutral. No strong bullish signals for a BUY.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:30:00,72104.0,1500.0,1500.0,0.0,DOWN,-69.0,-192.0,0.0,HOLD,0.5,MACD histogram is bearish and RSI is neutral. No strong bullish signals to initiate a buy.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:35:00,72035.0,1500.0,1500.0,0.0,DOWN,-67.0,-190.0,0.0,HOLD,0.5,"RSI is neutral (58.72) and MACD is bearish (-27.98). Trend is uptrend, but no strong buy signals. Waiting for clearer direction.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:40:00,71968.0,1500.0,1500.0,0.0,DOWN,-95.0,-218.0,0.0,HOLD,0.5,RSI is neutral (55.45) and MACD shows bearish momentum (-31.75). No strong buy signals present.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:45:00,71873.0,1500.0,1500.0,0.0,UP,50.0,-73.0,0.0,HOLD,0.5,"RSI is neutral, MACD is bearish, price above EMAs. No strong bullish signals to initiate a buy.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:50:00,71923.0,1500.0,1500.0,0.0,DOWN,-22.0,-145.0,0.0,HOLD,0.5,"RSI is neutral at 48.35, MACD histogram is bearish. No clear bullish signals to enter. Waiting for stronger confirmation.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 18:55:00,71901.0,1500.0,1500.0,0.0,UP,6.0,-117.0,0.0,HOLD,0.5,MACD bearish divergence and neutral RSI suggest caution. No clear bullish setup for entry. Holding for better signals.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:00:00,71907.0,1500.0,1500.0,0.0,DOWN,-44.0,-167.0,0.0,BUY,0.65,"Cash available. RSI neutral, MACD bearish. Price above EMAs indicates uptrend. Confidence 0.65.",False,False,HOLD,0.65,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:05:00,71863.0,1500.0,1500.0,0.0,DOWN,-48.0,-171.0,0.0,HOLD,0.5,"RSI neutral (49.82), MACD bearish (-48.79). Uptrend (EMA20 > EMA50) but no strong bullish signals for entry.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:10:00,71815.0,1500.0,1500.0,0.0,DOWN,-106.0,-229.0,0.0,HOLD,0.45,RSI is neutral and MACD is bearish. Trend is up but no strong bullish signals to initiate a buy. Waiting for clearer direction.,False,False,HOLD,0.45,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:15:00,71709.0,1500.0,1500.0,0.0,UP,62.0,-61.0,0.0,HOLD,0.4,"RSI neutral, MACD bearish, price below EMA. No clear bullish setup to justify a buy.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:20:00,71771.0,1500.0,1500.0,0.0,DOWN,-20.0,-143.0,0.0,HOLD,0.5,"No clear bullish signals. RSI neutral, MACD bearish. Price above EMA20 but no confirmation.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:25:00,71751.0,1500.0,1500.0,0.0,UP,70.0,-53.0,0.0,HOLD,0.5,RSI is neutral at 44.32. MACD histogram is bearish. Trend is uptrend but indicators lack strong signal.,False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:30:00,71821.0,1500.0,1500.0,0.0,UP,84.0,-39.0,0.0,HOLD,0.4,"RSI is neutral, MACD is bearish, and price is between BBs. No strong buy signal.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:35:00,71905.0,1500.0,1500.0,0.0,DOWN,-68.0,-191.0,0.0,HOLD,0.45,"RSI is neutral (47.49) and MACD histogram is bearish (-42.4077). Price is above EMAs, but no strong bullish signals for a BUY.",False,False,HOLD,0.45,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:40:00,71837.0,1500.0,1500.0,0.0,UP,37.0,-86.0,0.0,HOLD,0.5,"RSI is neutral (51.99), MACD is bearish (-29.72), but price is above EMA20. No clear bullish setup.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:45:00,71874.0,1500.0,1500.0,0.0,UP,54.0,-69.0,0.0,HOLD,0.4,"RSI is neutral, MACD is bearish. Price is above EMAs, indicating an uptrend, but not strong enough for a buy signal.",False,False,HOLD,0.4,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:50:00,71928.0,1500.0,1500.0,0.0,DOWN,-29.0,-152.0,0.0,HOLD,0.5,"RSI is neutral at 50.4, MACD is bearish. Price is above EMAs, but no strong bullish signals for entry.",False,False,HOLD,0.5,False,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
2026-04-02 19:55:00,71899.0,1500.0,1500.0,0.0,FLAT,,,0.0,HOLD,0.5,"RSI neutral, MACD bearish, but price above EMAs in an uptrend. No clear buy signal.",True,False,HOLD,0.5,True,False,ข้อมูลตลาดไม่ครบถ้วน: 'sell_price_thb',0.0,0.0,0.0,1,False,EVEN,True
